folder	file	line	reasons	hq_postal	rep_postal	hq_addr_snip	rep_addr_snip	法人番号	会社名
unit_million	16.csv	1093	hq_rep_all_identical_long	223-0057	223-0057	神奈川県横浜市港北区新羽町１２３１マイキャッスル港北新羽４０７	神奈川県横浜市港北区新羽町１２３１マイキャッスル港北新羽４０７	8020001107529	Tスペース株式会社
unit_million	16.csv	1099	hq_rep_postal_same_addr_diff	089-4300	089-4300	北海道足寄郡陸別町陸別西１線３２４	北海道足寄郡陸別町陸別原野分線８－４２	9460101003310	株式会社渡邊組
unit_million	16.csv	1104	hq_rep_all_identical_long	501-6113	501-6113	岐阜県岐阜市柳津町南塚５－１６２	岐阜県岐阜市柳津町南塚５－１６２	5200002008933	有限会社鈴貴工業
unit_million	16.csv	1105	hq_rep_postal_same_addr_diff	923-0003	923-0003	石川県小松市安宅町ヨ７７	石川県小松市安宅町ヘ１－１	8220001014647	株式会社エー・エム・アイ
unit_million	16.csv	1108	hq_rep_all_identical_long	510-0204	510-0204	三重県鈴鹿市稲生西２－１１－３０	三重県鈴鹿市稲生西２－１１－３０	4190001025759	株式会社伊藤総建
unit_million	16.csv	1109	hq_rep_postal_same_addr_diff	672-8014	672-8014	兵庫県姫路市東山５２４	兵庫県姫路市東山６８６－７	8140001105669	株式会社ブラーボデザイン
unit_million	16.csv	1110	hq_rep_all_identical_long	984-0017	984-0017	宮城県仙台市若林区なないろの里２－２７－１９	宮城県仙台市若林区なないろの里２－２７－１９	4370001039088	株式会社サニーガーデン
unit_million	16.csv	1114	hq_rep_all_identical_long	819-0372	819-0372	福岡県福岡市西区大字宇田川原２１４－５	福岡県福岡市西区大字宇田川原２１４－５	6290001032082	大神建設株式会社
unit_million	16.csv	1115	hq_rep_all_identical_long	183-0034	183-0034	東京都府中市住吉町１－６８－５ハイツ内藤１０３	東京都府中市住吉町１－６８－５ハイツ内藤１０３	8012401025369	株式会社クレンセ
unit_million	16.csv	1117	hq_rep_postal_same_addr_diff	485-0814	485-0814	愛知県小牧市古雅３－２２－１２	愛知県小牧市古雅２－９－１	6180001118909	株式会社マスターズ
unit_million	16.csv	1120	hq_rep_postal_same_addr_diff	227-0033	227-0033	神奈川県横浜市青葉区鴨志田町５０９－５ウェスティ鴨志田	神奈川県横浜市青葉区鴨志田町５０９－５	1020001129182	株式会社LorenHouse
unit_million	16.csv	1125	hq_rep_all_identical_long	787-0008	787-0008	高知県四万十市安並２２８３－３９	高知県四万十市安並２２８３－３９	5490001007379	株式会社住まい工房いせわき
unit_million	16.csv	1126	hq_rep_all_identical_long	860-0068	860-0068	熊本県熊本市西区上代１０－９－８	熊本県熊本市西区上代１０－９－８	7330001023679	株式会社ありえの家
unit_million	16.csv	1132	hq_rep_postal_same_addr_diff	090-0061	090-0061	北海道北見市東陵町１－３	北海道北見市東陵町２６－１	3460301004568	株式会社住計画aims
unit_million	16.csv	1134	hq_rep_postal_same_addr_diff	916-1116	916-1116	福井県鯖江市川島町３６－１１０	福井県鯖江市川島町１７－３５	2210001017557	株式会社井波木材
unit_million	16.csv	1137	hq_rep_postal_same_addr_diff	454-0866	454-0866	愛知県名古屋市中川区東中島町８丁目４５番地	愛知県名古屋市中川区東中島町８－４５	7180002059127	有限会社KBプラント
unit_million	16.csv	1140	hq_rep_postal_same_addr_diff	462-0043	462-0043	愛知県名古屋市北区八代町１－１１	愛知県名古屋市北区八代町１ー１１	1180001120150	株式会社ソイル
unit_million	16.csv	1142	hq_rep_postal_same_addr_diff	533-0021	533-0021	大阪府大阪市東淀川区下新庄３－９－６５	大阪府大阪市東淀川区下新庄２－８－８	8120002059882	有限会社湯浅鈑金工作所
unit_million	16.csv	1147	hq_rep_all_identical_long	125-0031	125-0031	東京都葛飾区西水元３－２６－１６	東京都葛飾区西水元３－２６－１６	5011802028347	有限会社はっとり建装
unit_million	16.csv	1150	hq_rep_all_identical_long	547-0027	547-0027	大阪府大阪市平野区喜連２－５－４１－９０２	大阪府大阪市平野区喜連２－５－４１－９０２	5120001201563	阪神防音株式会社
unit_million	16.csv	1154	hq_rep_all_identical_long	193-0942	193-0942	東京都八王子市椚田町５６０－３０	東京都八王子市椚田町５６０－３０	8010101010360	株式会社野村通信設備
unit_million	16.csv	1160	hq_rep_all_identical_long	343-0823	343-0823	埼玉県越谷市相模町１－３３１－８	埼玉県越谷市相模町１－３３１－８	3030001122589	株式会社インテリアSASAKI
unit_million	16.csv	1175	hq_rep_all_identical_long	422-8006	422-8006	静岡県静岡市駿河区曲金７－１１－１５	静岡県静岡市駿河区曲金７－１１－１５	8080001021303	株式会社ReNEXT
unit_million	16.csv	1178	hq_rep_postal_same_addr_diff	910-0015	910-0015	福井県福井市二の宮５－１２－１０	福井県福井市二の宮５－１２－９	9210001002404	株式会社中村加工所
unit_million	16.csv	1203	hq_rep_postal_same_addr_diff	929-1171	929-1171	石川県かほく市木津ニ７３番地２	石川県かほく市木津ニ７３―２	1220001022697	株式会社敬愛
unit_million	16.csv	1205	hq_rep_postal_same_addr_diff	607-8213	607-8213	京都府京都市山科区勧修寺東金ケ崎町６４番地２０	京都府京都市山科区勧修寺東金ヶ崎町６４－２０	3130001031887	株式会社田中電機
unit_million	16.csv	1207	hq_rep_postal_same_addr_diff	943-0891	943-0891	新潟県上越市昭和町２－１９－１０	新潟県上越市昭和町２－１９－１６	4110001028067	株式会社トミヤDS
unit_million	16.csv	1210	hq_rep_postal_same_addr_diff	961-0051	961-0051	福島県白河市大鹿島前２１－１	福島県白河市大桜岡前１２２－１７アズコム桜２０１	6380001023915	株式会社あっとリフォーム
unit_million	16.csv	1211	hq_rep_all_identical_long	311-1311	311-1311	茨城県東茨城郡大洗町大貫町２５６－４７４	茨城県東茨城郡大洗町大貫町２５６－４７４	3050002009247	ハナワ建築設計事務所株式会社
unit_million	16.csv	1215	hq_rep_postal_same_addr_diff	071-8141	071-8141	北海道旭川市春光台１条７－５－１２	北海道旭川市春光台１条７－５－１８	8450001007090	ケエブズIFC株式会社
unit_million	16.csv	1216	hq_rep_all_identical_long	205-0003	205-0003	東京都羽村市緑ヶ丘３－１５－１２	東京都羽村市緑ヶ丘３－１５－１２	7013102001098	有限会社グリーンハウスサンマルヨン
unit_million	16.csv	1219	hq_rep_all_identical_long	901-0152	901-0152	沖縄県那覇市小禄５－４－４３－１Ｆ	沖縄県那覇市小禄５－４－４３－１Ｆ	2360001025578	株式会社賀数電工
unit_million	16.csv	1221	hq_rep_postal_same_addr_diff	671-2103	671-2103	兵庫県姫路市夢前町前之庄３１２６－３	兵庫県姫路市夢前町前之庄３３１４－２	7140001115058	はだしの家.株式会社
unit_million	16.csv	1240	hq_rep_all_identical_long	202-0011	202-0011	東京都西東京市泉町６－１２－１５	東京都西東京市泉町６－１２－１５	8012702014054	有限会社河村
unit_million	16.csv	1246	hq_rep_all_identical_long	247-0026	247-0026	神奈川県横浜市栄区犬山町３３－４	神奈川県横浜市栄区犬山町３３－４	8020001119706	株式会社ディーオーケープランニング
unit_million	16.csv	1249	hq_rep_all_identical_long	060-0007	060-0007	北海道札幌市中央区北７条西１４－２８－２３－１Ｆ	北海道札幌市中央区北７条西１４－２８－２３－１Ｆ	7430001079364	株式会社北匠建設
unit_million	16.csv	1259	hq_rep_all_identical_long	510-0826	510-0826	三重県四日市市赤堀２－１５－１１	三重県四日市市赤堀２－１５－１１	6190001023950	株式会社逢産業
unit_million	16.csv	1263	hq_rep_all_identical_long	236-0051	236-0051	神奈川県横浜市金沢区富岡東５－８－１クオス横浜富岡６０８	神奈川県横浜市金沢区富岡東５－８－１クオス横浜富岡６０８	8020001112405	株式会社BANDO
unit_million	16.csv	1266	hq_rep_postal_same_addr_diff	333-0811	333-0811	埼玉県川口市戸塚２－９－１４ミナーク東川口２Ｆ	埼玉県川口市戸塚２－９－１６	8030001013148	株式会社ユウシン
unit_million	16.csv	1268	hq_rep_postal_same_addr_diff	731-0141	731-0141	広島県広島市安佐南区相田３丁目２０番６号	広島県広島市安佐南区相田３－２０－６	6240001050667	株式会社装匠
unit_million	16.csv	1272	hq_rep_postal_same_addr_diff	812-0861	812-0861	福岡県福岡市博多区浦田1-7-2	福岡県福岡市博多区浦田１－７－２	5290001080669	株式会社HEMS
unit_million	16.csv	1276	hq_rep_postal_same_addr_diff	444-0422	444-0422	愛知県西尾市一色町味浜下郷６５－２	愛知県西尾市一色町味浜下郷６５－１	6180301031423	株式会社ツヅキ電気コーポレーション
unit_million	16.csv	1285	hq_rep_postal_same_addr_diff	537-0014	537-0014	大阪府大阪市東成区大今里西２丁目３番３号	大阪府大阪市東成区大今里西２－３－３	5120001028024	株式会社光電機製作所
unit_million	16.csv	1291	hq_rep_postal_same_addr_diff	468-0003	468-0003	愛知県名古屋市天白区鴻の巣１丁目１９０５番地の１	愛知県名古屋市天白区鴻の巣１―１９０５―１	9180002037584	株式会社MSG
unit_million	16.csv	1302	hq_rep_postal_same_addr_diff	516-0066	516-0066	三重県伊勢市辻久留３丁目１３番１５号	三重県伊勢市辻久留３－１３－１５	9190002008221	株式会社一志組
unit_million	16.csv	1303	hq_rep_all_identical_long	063-0002	063-0002	北海道札幌市西区山の手２条１２－１０－１	北海道札幌市西区山の手２条１２－１０－１	8430001077251	W株式会社
unit_million	16.csv	1327	hq_rep_postal_same_addr_diff	160-0022	160-0022	東京都新宿区新宿４丁目３番１５号レイフラット新宿Ｂ棟３階	東京都新宿区新宿５－１２－１０デュオ・スカーラ新宿６０１	8011101086572	ADD1株式会社
unit_million	16.csv	1334	hq_rep_postal_same_addr_diff	791-0243	791-0243	愛媛県松山市平井町３１５７番地１９０	愛媛県松山市平井町３１５７－１９０	4500001021890	アイゼン工業株式会社
unit_million	16.csv	1336	hq_rep_postal_same_addr_diff	323-0026	323-0026	栃木県小山市本郷町２丁目１０番２６号	栃木県小山市本郷町２－１０－２６	5060001031447	テクノオリーブ株式会社
unit_million	16.csv	1337	hq_rep_postal_same_addr_diff	005-0832	005-0832	北海道札幌市南区北ノ沢１７３７番１９	北海道札幌市南区北ノ沢１７３７－１９	1430001069718	株式会社ふくろう
unit_million	16.csv	1341	hq_rep_postal_same_addr_diff	797-0015	797-0015	愛媛県西予市宇和町卯之町１－４３２	愛媛県西予市宇和町卯之町２－５３６	2500001018666	都建設株式会社
unit_million	16.csv	1346	hq_rep_postal_same_addr_diff	340-0835	340-0835	埼玉県八潮市大字浮塚１０１７番地１	埼玉県八潮市浮塚１０８３－５	2030001113077	株式会社島電
unit_million	16.csv	1349	hq_rep_postal_same_addr_diff	274-0825	274-0825	千葉県船橋市前原西６－４－３１－３０１	千葉県船橋市前原西６－１－７１デュオヒルズ津田沼６０１	5040001109996	株式会社建築サポート
unit_million	16.csv	1352	hq_rep_postal_same_addr_diff	802-0974	802-0974	福岡県北九州市小倉南区徳力２－２－１２－３０１	福岡県北九州市小倉南区徳力１－２５－８	5290801017894	株式会社聖翔建設
unit_million	16.csv	1369	hq_rep_all_identical_long	465-0084	465-0084	愛知県名古屋市名東区西里町１－４０	愛知県名古屋市名東区西里町１－４０	5180001070061	株式会社NTKテクニカルサービス
unit_million	16.csv	1372	hq_rep_postal_same_addr_diff	583-0011	583-0011	大阪府藤井寺市沢田２丁目９番１３号	大阪府藤井寺市沢田２－９－１３	1120101061192	株式会社ボーテス
unit_million	16.csv	1378	hq_rep_postal_same_addr_diff	501-3941	501-3941	岐阜県関市小屋名８１５番地１	岐阜県関市小屋名８１５－１	8200001037328	株式会社ハンドワークスエンジニア
unit_million	16.csv	1385	hq_rep_postal_same_addr_diff	520-3242	520-3242	滋賀県湖南市菩提寺１４９１－７４	滋賀県湖南市菩提寺３３０－２１５	5160001004905	新栄工業株式会社
unit_million	16.csv	1402	hq_rep_all_identical_long	249-0001	249-0001	神奈川県逗子市久木７－１０－２７	神奈川県逗子市久木７－１０－２７	7021001044639	株式会社市川設計事務所
unit_million	16.csv	1414	hq_rep_all_identical_long	263-0043	263-0043	千葉県千葉市稲毛区小仲台３－１－１０	千葉県千葉市稲毛区小仲台３－１－１０	5040001117215	株式会社関東第一
unit_million	16.csv	1429	hq_rep_all_identical_long	062-0054	062-0054	北海道札幌市豊平区月寒東４条１７－５－２６	北海道札幌市豊平区月寒東４条１７－５－２６	2430001084278	株式会社エネルジア
unit_million	16.csv	1435	hq_rep_postal_same_addr_diff	381-2205	381-2205	長野県長野市青木島町大塚４６３－５	長野県長野市青木島町大塚４４６－１	7100002002309	GRIT株式会社
unit_million	16.csv	1444	hq_rep_postal_same_addr_diff	007-0837	007-0837	北海道札幌市東区北３７条東１５－１－１	北海道札幌市東区北３７条東２２－３－２５	2430001084872	株式会社クロスティホールディングス
unit_million	16.csv	1452	hq_rep_postal_same_addr_diff	485-0041	485-0041	愛知県小牧市小牧５丁目１１５番地１	愛知県小牧市小牧五丁目１１５番地１	5180001148527	株式会社イトポン
unit_million	16.csv	1465	hq_rep_all_identical_long	776-0007	776-0007	徳島県吉野川市鴨島町喜来乙７７－１	徳島県吉野川市鴨島町喜来乙７７－１	3480001009106	竹田工業株式会社
unit_million	16.csv	1471	hq_rep_postal_same_addr_diff	100-1401	100-1401	東京都八丈支庁八丈島八丈町大賀郷７７４４－２	東京都八丈支庁八丈島八丈町大賀郷３０７１－２	9010002052658	有限会社八生建設
unit_million	16.csv	1481	hq_rep_postal_same_addr_diff	714-0032	714-0032	岡山県笠岡市西大島２４３８番地の５０	岡山県笠岡市西大島２４３８－５０	9260002025275	有限会社西川電設
unit_million	16.csv	1489	hq_rep_postal_same_addr_diff	710-0052	710-0052	岡山県倉敷市美和２丁目１１番１１号	岡山県倉敷市美和２－１１－１１	8260001016854	崎山電気管理株式会社
unit_million	17.csv	5	hq_rep_postal_same_addr_diff	467-0047	467-0047	愛知県名古屋市瑞穂区日向町２丁目１３番地	愛知県名古屋市瑞穂区日向町２－１３	2180001009723	アイギ工業株式会社
unit_million	17.csv	8	hq_rep_all_identical_long	460-0012	460-0012	愛知県名古屋市中区千代田２－１８－１７	愛知県名古屋市中区千代田２－１８－１７	2180001038326	常川印刷株式会社
unit_million	17.csv	41	hq_rep_postal_same_addr_diff	493-0005	493-0005	愛知県一宮市木曽川町里小牧字清水５４番地の１	愛知県一宮市木曽川町里小牧字清水５４－１	6180001084622	マルハチ工業株式会社
unit_million	17.csv	54	hq_rep_all_identical_long	494-0016	494-0016	愛知県一宮市東加賀野井字江西３８－１	愛知県一宮市東加賀野井字江西３８－１	9180001084223	小塚毛織株式会社
unit_million	17.csv	58	hq_rep_postal_same_addr_diff	447-0869	447-0869	愛知県碧南市山神町２－２６	愛知県碧南市山神町２－３０	6180301015962	株式会社城山電気商会
unit_million	17.csv	60	hq_rep_postal_same_addr_diff	443-0057	443-0057	愛知県蒲郡市中央本町１４－１５	愛知県蒲郡市中央本町３－１２	3180301011064	株式会社シーエンジ
unit_million	17.csv	63	hq_rep_postal_same_addr_diff	790-0056	790-0056	愛媛県松山市土居田町１５－３	愛媛県松山市土居田町１２－１	3500001003774	株式会社松山大洋工芸
unit_million	17.csv	66	hq_rep_postal_same_addr_diff	480-0202	480-0202	愛知県西春日井郡豊山町豊場字志水２３－１	愛知県西春日井郡豊山町大字豊場字志水２３番地１	3180001052243	株式会社加納製作所
unit_million	17.csv	71	hq_rep_postal_same_addr_diff	797-0045	797-0045	愛媛県西予市宇和町坂戸５５３－１	愛媛県西予市宇和町坂戸６６５－１	3500002012386	株式会社ゆうぼく
unit_million	17.csv	81	hq_rep_all_identical_long	300-2641	300-2641	茨城県つくば市今鹿島２７０８－１	茨城県つくば市今鹿島２７０８－１	1050001040320	UMI cocoro株式会社
unit_million	17.csv	88	hq_rep_all_identical_long	799-0705	799-0705	愛媛県四国中央市土居町野田甲６０９	愛媛県四国中央市土居町野田甲６０９	4500001015109	株式会社カミモリ
unit_million	17.csv	89	hq_rep_postal_same_addr_diff	314-0115	314-0115	茨城県神栖市知手２９７５－７	茨城県神栖市知手２９７５－６１	8050001033433	株式会社東都電設
unit_million	17.csv	91	hq_rep_postal_same_addr_diff	315-0045	315-0045	茨城県石岡市高浜８８０番地	茨城県石岡市高浜８８０	4050003000864	合同会社廣瀨商店
unit_million	17.csv	96	hq_rep_postal_same_addr_diff	700-0945	700-0945	岡山県岡山市南区新保１３０９－３	岡山県岡山市南区新保１３２５－１	6260001003318	新保電機工業株式会社
unit_million	17.csv	98	hq_rep_postal_same_addr_diff	701-0145	701-0145	岡山県岡山市北区今保６６１－１１	岡山県岡山市北区今保５６４－４	3260001008063	株式会社桃太郎部品
unit_million	17.csv	102	hq_rep_postal_same_addr_diff	703-8228	703-8228	岡山県岡山市中区乙多見３７６－１	岡山県岡山市中区乙多見３９３－２３	4260002010612	有限会社頼鉄工所
unit_million	17.csv	115	hq_rep_postal_same_addr_diff	024-0103	024-0103	岩手県北上市更木８地割２８－１	岩手県北上市更木１０地割２１	7400001006552	株式会社セントラル
unit_million	17.csv	118	hq_rep_postal_same_addr_diff	703-8265	703-8265	岡山県岡山市中区倉田２９６－１３	岡山県岡山市中区倉田３５４－１	5260001003681	株式会社セキュリティハウス
unit_million	17.csv	120	hq_rep_all_identical_long	979-1111	979-1111	福島県双葉郡富岡町小浜４９７－９９	福島県双葉郡富岡町小浜４９７－９９	2360001010068	株式会社オムソーリ
unit_million	17.csv	123	hq_rep_all_identical_long	028-7305	028-7305	岩手県八幡平市松尾第２３地割１０－３	岩手県八幡平市松尾第２３地割１０－３	1400001009775	株式会社小田島商店
unit_million	17.csv	128	hq_rep_postal_same_addr_diff	505-0302	505-0302	岐阜県加茂郡八百津町錦織２９５－１	岐阜県加茂郡八百津町錦織６７０	9200002017815	有限会社神谷技研
unit_million	17.csv	141	hq_rep_postal_same_addr_diff	504-0922	504-0922	岐阜県各務原市前渡東町８－２６５	岐阜県各務原市前渡東町８－５１９	6200001027636	株式会社Lienducoeur
unit_million	17.csv	145	hq_rep_postal_same_addr_diff	502-0905	502-0905	岐阜県岐阜市山吹町３－１１	岐阜県岐阜市山吹町２ー１１	4200001001980	株式会社児島製機
unit_million	17.csv	150	hq_rep_postal_same_addr_diff	987-0513	987-0513	宮城県登米市迫町北方字紫雲山下１	宮城県登米市迫町北方字石打坂４－３	5370401000433	株式会社エムアンドオー
unit_million	17.csv	162	hq_rep_postal_same_addr_diff	987-2233	987-2233	宮城県栗原市築館照越永平１－１	宮城県栗原市築館照越神田７－１７	7370201003337	株式会社ダイチ
unit_million	17.csv	177	hq_rep_all_identical_long	606-8164	606-8164	京都府京都市左京区一乗寺出口町５１－２	京都府京都市左京区一乗寺出口町５１－２	8130001051377	グリルにんじん株式会社
unit_million	17.csv	189	hq_rep_postal_same_addr_diff	863-1902	863-1902	熊本県天草市久玉町３１６９－１	熊本県天草市久玉町１４１１－１５６	5330001019811	株式会社江良水産
unit_million	17.csv	197	hq_rep_postal_same_addr_diff	373-0847	373-0847	群馬県太田市西新町１１２－１０	群馬県太田市西新町３０－１５	5070001019862	中村化成工業株式会社
unit_million	17.csv	205	hq_rep_postal_same_addr_diff	370-3333	370-3333	群馬県高崎市高浜町７３６－１	群馬県高崎市高浜町８５１－２	9070001010966	株式会社榛名精密工業
unit_million	17.csv	225	hq_rep_postal_same_addr_diff	720-2124	720-2124	広島県福山市神辺町川南６６３	広島県福山市神辺町川南２６７－３	2240002038797	有限会社東洋自動車商会
unit_million	17.csv	229	hq_rep_postal_same_addr_diff	374-0005	374-0005	群馬県館林市花山町２５１５	群馬県館林市花山町２５４７－３	4070001032164	株式会社大久保養鶏場
unit_million	17.csv	235	hq_rep_postal_same_addr_diff	729-0417	729-0417	広島県三原市本郷南７－１５－２６	広島県三原市本郷南７	7240001039916	株式会社山陽総業
unit_million	17.csv	241	hq_rep_postal_same_addr_diff	726-0033	726-0033	広島県府中市目崎町１８９	広島県府中市目崎町２９７	2240001034228	株式会社後藤製作所
unit_million	17.csv	245	hq_rep_postal_same_addr_diff	731-4214	731-4214	広島県安芸郡熊野町中溝４－７－２４	広島県安芸郡熊野町中溝４－１７－３	2240001036570	広島筆産業株式会社
unit_million	17.csv	249	hq_rep_postal_same_addr_diff	726-0013	726-0013	広島県府中市高木町１９０４－６	広島県府中市高木町３０９－６	6240002046929	株式会社宮原ランバー
unit_million	17.csv	251	hq_rep_postal_same_addr_diff	769-1101	769-1101	香川県三豊市詫間町詫間６７５－５２	香川県三豊市詫間町詫間６０３－８	4470001010542	株式会社ボスコフードサービス
unit_million	17.csv	255	hq_rep_postal_same_addr_diff	761-0612	761-0612	香川県木田郡三木町氷上２１９	香川県木田郡三木町氷上９４９－１パールなごみ１０２	1470001006799	ハイスキー食品工業株式会社
unit_million	17.csv	258	hq_rep_all_identical_long	781-0301	781-0301	高知県高知市春野町弘岡上２７８５	高知県高知市春野町弘岡上２７８５	7490002007582	有限会社見元園芸
unit_million	17.csv	261	hq_rep_postal_same_addr_diff	762-0025	762-0025	香川県坂出市川津町２９２３－４	香川県坂出市川津町２９５２－８	8470002015520	有限会社ヨシイ
unit_million	17.csv	273	hq_rep_postal_same_addr_diff	343-0816	343-0816	埼玉県越谷市弥生町２－１６弥生ビル２Ｆ	埼玉県越谷市弥生町６－１７	1030003003467	TOSYO株式会社
unit_million	17.csv	297	hq_rep_postal_same_addr_diff	335-0023	335-0023	埼玉県戸田市本町４－２－１６	埼玉県戸田市本町１ー２５－２４	7030001021969	富士技研工業株式会社
unit_million	17.csv	304	hq_rep_postal_same_addr_diff	362-0002	362-0002	埼玉県上尾市南５２７－１	埼玉県上尾市南５２５－５	5030001041201	株式会社内山工業
unit_million	17.csv	308	hq_rep_postal_same_addr_diff	519-2501	519-2501	三重県多気郡大台町下真手７５４－１	三重県多気郡大台町下真手６６３	7190001011203	株式会社三重額椽
unit_million	17.csv	309	hq_rep_postal_same_addr_diff	519-4324	519-4324	三重県熊野市井戸町４１８５－１８	三重県熊野市井戸町３７７－２	7190001004207	株式会社nojimoku
unit_million	17.csv	311	hq_rep_postal_same_addr_diff	511-0212	511-0212	三重県いなべ市員弁町平古３８６	三重県いなべ市員弁町平古３８５－５	4190002017895	有限会社東海マシンシステム
unit_million	17.csv	314	hq_rep_postal_same_addr_diff	514-1113	514-1113	三重県津市久居野村町８１１	三重県津市久居野村町７５３－１	1190002001786	株式会社一志精工電機
unit_million	17.csv	333	hq_rep_postal_same_addr_diff	742-0034	742-0034	山口県柳井市余田３２３２－４	山口県柳井市余田３２５２－１	1250001012514	株式会社ドワックス
unit_million	17.csv	334	hq_rep_postal_same_addr_diff	745-0651	745-0651	山口県周南市大河内８５	山口県周南市大河内２１００－７１	7250001009983	大雄工業株式会社
unit_million	17.csv	335	hq_rep_postal_same_addr_diff	407-0001	407-0001	山梨県韮崎市藤井町駒井３１６９	山梨県韮崎市藤井町駒井３１６９－１	3090001011860	株式会社茂呂製作所
unit_million	17.csv	347	hq_rep_postal_same_addr_diff	510-8004	510-8004	三重県四日市市富田一色町１６－１	三重県四日市市富田一色町１４－３０	4190001017310	株式会社弁イ
unit_million	17.csv	350	hq_rep_postal_same_addr_diff	992-0011	992-0011	山形県米沢市中田町６７８－２	山形県米沢市中田町６８５－１	1390002013778	有限会社メルスドライブ
unit_million	17.csv	359	hq_rep_postal_same_addr_diff	899-1604	899-1604	鹿児島県阿久根市山下７６０７	鹿児島県阿久根市山下７６０５－３	1340001011713	上野食品株式会社
unit_million	17.csv	364	hq_rep_postal_same_addr_diff	520-0841	520-0841	滋賀県大津市美崎町７－７	滋賀県大津市美崎町１０－１４	5160001000557	キョウヤマ鋼業株式会社
unit_million	17.csv	365	hq_rep_postal_same_addr_diff	010-0041	010-0041	秋田県秋田市広面二ツ屋２４	秋田県秋田市広面字野添９８－６	6410002004992	株式会社コーワ
unit_million	17.csv	371	hq_rep_postal_same_addr_diff	959-1201	959-1201	新潟県燕市灰方３３２	新潟県燕市灰方７５８－１	3110001016015	株式会社タケダ
unit_million	17.csv	374	hq_rep_all_identical_long	959-1152	959-1152	新潟県三条市一ツ屋敷新田１６２８	新潟県三条市一ツ屋敷新田１６２８	5110001014900	板垣金属株式会社
unit_million	17.csv	385	hq_rep_postal_same_addr_diff	959-1513	959-1513	新潟県南蒲原郡田上町川船河丙２３９－９	新潟県南蒲原郡田上町川船河甲１００６－１８	3110002018522	有限会社熊倉製作所
unit_million	17.csv	395	hq_rep_all_identical_long	224-0023	224-0023	神奈川県横浜市都筑区東山田４－４０－２８	神奈川県横浜市都筑区東山田４－４０－２８	6020001009248	株式会社フジプロテック
unit_million	17.csv	420	hq_rep_postal_same_addr_diff	244-0813	244-0813	神奈川県横浜市戸塚区舞岡町４０５	神奈川県横浜市戸塚区舞岡町３５３	3020001007428	三宝精機工業株式会社
unit_million	17.csv	432	hq_rep_postal_same_addr_diff	238-0101	238-0101	神奈川県三浦市南下浦町上宮田１４８６－２	神奈川県三浦市南下浦町上宮田１４８４－４	3021001043512	株式会社三浦観光バス
unit_million	17.csv	442	hq_rep_postal_same_addr_diff	252-0824	252-0824	神奈川県藤沢市打戻２９０４	神奈川県藤沢市打戻２８９９－１	8021001031842	株式会社永田農園
unit_million	17.csv	445	hq_rep_postal_same_addr_diff	243-0025	243-0025	神奈川県厚木市上落合４６３－３	神奈川県厚木市上落合３７７	7021001019252	株式会社アイコー
unit_million	17.csv	459	hq_rep_postal_same_addr_diff	430-0811	430-0811	静岡県浜松市中央区名塚町２２８	静岡県浜松市中区名塚町１７８	7080402004667	有限会社太陽メッキ工業所
unit_million	17.csv	490	hq_rep_postal_same_addr_diff	413-0101	413-0101	静岡県熱海市上多賀４５７－１	静岡県熱海市上多賀７８９－８	6080101012583	稲村生コンクリート株式会社
unit_million	17.csv	491	hq_rep_postal_same_addr_diff	431-3314	431-3314	静岡県浜松市天竜区二俣町二俣１６０３	静岡県浜松市天竜区二俣町二俣１３５６－１	6080401010782	株式会社東海進研
unit_million	17.csv	494	hq_rep_postal_same_addr_diff	417-0051	417-0051	静岡県富士市吉原５－５－７	静岡県富士市吉原５ー７－１２	1080101017091	株式会社斎藤鐵工所
unit_million	17.csv	501	hq_rep_postal_same_addr_diff	921-8006	921-8006	石川県金沢市進和町１４	石川県金沢市進和町３０－９	7220001006538	前田鋼材株式会社
unit_million	17.csv	502	hq_rep_postal_same_addr_diff	920-0356	920-0356	石川県金沢市専光寺町カ３５	石川県金沢市専光寺町そ７１－１０	4220001003059	株式会社サトウ
unit_million	17.csv	508	hq_rep_postal_same_addr_diff	929-0324	929-0324	石川県河北郡津幡町浅田甲７８－２	石川県河北郡津幡町浅田甲４５ー１	6220001017676	東田電機工業株式会社
unit_million	17.csv	517	hq_rep_postal_same_addr_diff	922-0106	922-0106	石川県加賀市山中温泉上原町ヨ３８２	石川県加賀市山中温泉上原町カ２２６	3220001013546	株式会社アイプラス
unit_million	17.csv	523	hq_rep_postal_same_addr_diff	289-1305	289-1305	千葉県山武市本須賀３４０１－２	千葉県山武市本須賀３２４０－１	2040002079639	有限会社太平洋水産
unit_million	17.csv	550	hq_rep_postal_same_addr_diff	537-0014	537-0014	大阪府大阪市東成区大今里西２－３－３	大阪府大阪市東成区大今里西２ー６－１０	3120001013317	株式会社ノムラ
unit_million	17.csv	551	hq_rep_all_identical_long	545-0035	545-0035	大阪府大阪市阿倍野区北畠２－８－４４	大阪府大阪市阿倍野区北畠２－８－４４	3120001004745	イース精工株式会社
unit_million	17.csv	552	hq_rep_all_identical_long	544-0003	544-0003	大阪府大阪市生野区小路東４－８－１０	大阪府大阪市生野区小路東４－８－１０	9120001018079	高橋製菓株式会社
unit_million	17.csv	570	hq_rep_postal_same_addr_diff	599-8253	599-8253	大阪府堺市中区深阪２－１０－１４	大阪府堺市中区深阪１－１０－５	1120101004028	株式会社ダイキファイン
